Двигатели ЯМЗ/V-6/E-0;Двигатель ЯМЗ-236М2 с КПП;236М2-1000016;ДВИГ.С КП ОСН.КОМПЛ.;611,929.12р.;http://astservis.ru/foto_ymz/236M.jpg;Двигатель ЯМЗ 236М2 это базовая комплектация для большинства двигателей семейства V-6, на двигателе установлен двухручьевой шкив, генератор 1322.3771, воздушный фильтр инерционного типа, масляный поддон развёрнут глубокой частью назад, установлена крыльчатка диаметром 520мм. Данная комплектация разработанн для применения на самоходных кранах и судах.;"Дизельный двигатель класса евро-0, имеет шесть V-образно расположенных цилиндра, размерами 130x140мм и рабочим объемом 11,5л, на двигателе используется непосредственный впрыск топлива, жидкостное охлаждение, централизованная система смазки двигателя, привод масляного насоса от шестерни коленвала, привод ТНВД от коленвала через шестерни, имеет центробежный очиститель масла, фильтр грубой очистки масла, топливный фильтр, водяной насос повышенной производительности, ТНВД, генератор, привод вентилятора, турбонаддув отсутствует.

Двигатели ЯМЗ класса евро-0 зарекомендовали себя как надёжные, долговечные и ремонтопригодные, имеют невысокую цену и недорогое обслуживание.

Срок действия гарантии 12 месяцев с момента установки на шасси (установка на шасси должна быть не позднее 6 месяцев с момента отгрузки двигателя с ЯМЗ).
";"Самоходные краны КС-4372в, КС-5871 (ООО ПО Юрмаш, Юрга) 
Судовые двигатели (ОАО Богородский машзавод), судовые дизель-редукторные агрегаты (ЗАО Тюменьсудкомплект)";"Мощность, кВт (л.с.) 132 (180) 
Частота вращения, мин-1 2100 
Максимальный крутящий момент, Н.м. (Кгс.м) 667 (68) 
Частота максимального крутящего момента, мин-1 1250-1450 
Минимальный удельный расход топлива, г/кВт.ч (Г/л.с.ч) 214 (157) 
Сцепление ЯМЗ-236К 
Коробка передач ЯМЗ-236П 
Габаритные размеры, мм (длина, ширина, высота) 1840 / 1040 / 1070
1020 / 1040 / 1220 
Масса, кг 1205 
Генератор, модель (Напряжение,В / Мощность,кВт) 1322.3771 (28/1)
ТНВД 60.5-30";"ЯМЗ-236М2 (это базовая комплектация для остальных модификаций двигателя ямз-236)
Шкив к.в. 2х ручьевой, генератор 1322.3771, воздушный фильтр, ТНВД с плунжерной парой (10х11), масляный картер глубокой частью назад, указатель уровня масла, крыльчатка вентилятора d=520mm";предоплата;10-30дней;ямз;Двигатель ЯМЗ-236М2 с КПП, Двигатель ЯМЗ-236М2, ЯМЗ-236М2, 236М2, 236М2-1000016, Двигатель 236М2, мотор ЯМЗ-236М2, дизель ЯМЗ-236М2
Двигатели ЯМЗ/V-6/E-0;Двигатель ЯМЗ-236М2-31;236М2-1000016-31;ДВИГ.С КП 31 КОМПЛ.;607,152.48р.;http://astservis.ru/foto_ymz/236M.jpg;Двигатель ЯМЗ-236М2-31 это модификация базового двигателя ЯМЗ 236М2-4 разработан применения на определённых марках автомобилей Урал, на двигателе устанавливается маховик под однодисковое сцепление.;"Дизельный двигатель класса евро-0, имеет шесть V-образно расположенных цилиндра, размерами 130x140мм и рабочим объемом 11,5л, на двигателе используется непосредственный впрыск топлива, жидкостное охлаждение, централизованная система смазки двигателя, привод масляного насоса от шестерни коленвала, привод ТНВД от коленвала через шестерни, имеет центробежный очиститель масла, фильтр грубой очистки масла, топливный фильтр, водяной насос повышенной производительности, ТНВД, генератор, привод вентилятора, турбонаддув отсутствует.

Двигатели ЯМЗ класса евро-0 зарекомендовали себя как надёжные, долговечные и ремонтопригодные, имеют невысокую цену и недорогое обслуживание.

Срок действия гарантии 12 месяцев с момента установки на шасси (установка на шасси должна быть не позднее 6 месяцев с момента отгрузки двигателя с ЯМЗ).
";Автомобили, шасси “Урал-43206”, “Урал-4320-10”, самосвал “Урал-5557-10” и их модификации;"Мощность, кВт (л.с.) 132 (180) 
Частота вращения, мин-1 2100 
Максимальный крутящий момент, Н.м. (Кгс.м) 667 (68) 
Частота максимального крутящего момента, мин-1 1250-1450 
Минимальный удельный расход топлива, г/кВт.ч (Г/л.с.ч) 214 (157)
Сцепление ЯМЗ-181 
Коробка передач ЯМЗ-236У3 
Габаритные размеры, мм (длина, ширина, высота) 1840 / 980 / 1110 
Масса, кг 1160 
Генератор, модель (напряжение,В / мощность,кВт) 1702.3771 (28/1)
ТНВД 60.5-30";"ЯМЗ 236М2-4 (база) 
 Маховик под диафрагменное сцепление.   ";предоплата;10-30дней;ямз;Двигатель ЯМЗ-236М2-31, Двигатель ЯМЗ-236М2-31, ЯМЗ-236М2-31, 236М2-31, 236М2-1000016-31, Двигатель 236М2-31, мотор ЯМЗ-236М2-31, дизель ЯМЗ-236М2-31
Двигатели ЯМЗ/V-6/E-0;Двигатель ЯМЗ-236М2-33 с КПП;236М2-1000016-33;ДВИГ.С КП 33 КОМПЛ.;610,683.04р.;http://astservis.ru/foto_ymz/236M.jpg;Двигатель ЯМЗ-236М2-33 является одной из модификаций двигателя ЯМЗ-236М2 разработан для применения на автомобилях Урал бродопрохоимостью до 1,2м, на двигателе ЯМЗ 236М2-33 установлен маховик под двухдисковое сцепление.;"Дизельный двигатель класса евро-0, имеет шесть V-образно расположенных цилиндра, размерами 130x140мм и рабочим объемом 11,5л, на двигателе используется непосредственный впрыск топлива, жидкостное охлаждение, централизованная система смазки двигателя, привод масляного насоса от шестерни коленвала, привод ТНВД от коленвала через шестерни, имеет центробежный очиститель масла, фильтр грубой очистки масла, топливный фильтр, водяной насос повышенной производительности, ТНВД, генератор, привод вентилятора, турбонаддув отсутствует.

Двигатели ЯМЗ класса евро-0 зарекомендовали себя как надёжные, долговечные и ремонтопригодные, имеют невысокую цену и недорогое обслуживание.

Срок действия гарантии 12 месяцев с момента установки на шасси (установка на шасси должна быть не позднее 6 месяцев с момента отгрузки двигателя с ЯМЗ).
";Автомобили “Урал-4320-10” с обеспечением бродопроходимости 1,2 м;"Мощность, кВт (л.с.) 132 (180) 
Частота вращения, мин-1 2100 
Максимальный крутящий момент, Н.м. (Кгс.м) 667 (68)
Частота максимального крутящего момента, мин-1 1250-1450 
Минимальный удельный расход топлива, г/кВт.ч (Г/л.с.ч) 214 (157) 
Сцепление ЯМЗ-236К 
Коробка передач ЯМЗ-236У4 
Габаритные размеры, мм (длина, ширина, высота) 1840 / 980 / 1110 
Масса, кг 1185 
Генератор, модель (напряжение,В / мощность,кВт) 1702.3771 
ТНВД 60.5-30";"ЯМЗ 236М2-19(база) 
Маховик под 2-х дисковое сцепление.";предоплата;10-30дней;ямз;Двигатель ЯМЗ-236М2-33 с КПП, Двигатель ЯМЗ-236М2-33, ЯМЗ-236М2-33, 236М2-33, 236М2-1000016-33, Двигатель 236М2-33, мотор ЯМЗ-236М2-33, дизель ЯМЗ-236М2-33
Двигатели ЯМЗ/V-6/E-0;Двигатель ЯМЗ-236М2-39 с КПП;236М2-1000016-39;ДВИГ.С КП 39 КОМПЛ.;613,071.36р.;http://astservis.ru/foto_ymz/236M.jpg;Двигатель ЯМЗ-236М2-39 является адаптированной версией двигателя ЯМЗ-236М2-33 разработан применения на автомобилях Урал-43206 для обеспечения бродопроходимости до 1,7 м, на двигателе установлена муфта включения вентилятора.;"Дизельный двигатель класса евро-0, имеет шесть V-образно расположенных цилиндра, размерами 130x140мм и рабочим объемом 11,5л, на двигателе используется непосредственный впрыск топлива, жидкостное охлаждение, централизованная система смазки двигателя, привод масляного насоса от шестерни коленвала, привод ТНВД от коленвала через шестерни, имеет центробежный очиститель масла, фильтр грубой очистки масла, топливный фильтр, водяной насос повышенной производительности, ТНВД, генератор, привод вентилятора, турбонаддув отсутствует.

Двигатели ЯМЗ класса евро-0 зарекомендовали себя как надёжные, долговечные и ремонтопригодные, имеют невысокую цену и недорогое обслуживание.

Срок действия гарантии 12 месяцев с момента установки на шасси (установка на шасси должна быть не позднее 6 месяцев с момента отгрузки двигателя с ЯМЗ).
";Автомобиль “Урал-43206” с обеспечением бродопроходимости 1,7 м;"Мощность, кВт (л.с.) 132 (180) 
Частота вращения, мин-1 2100 
Максимальный крутящий момент, Н.м. (Кгс.м) 667 (68) 
Частота максимального крутящего момента, мин-1 1250-1450 
Минимальный удельный расход топлива, г/кВт.ч (Г/л.с.ч) 214 (157) 
Сцепление ЯМЗ-236К 
Коробка передач ЯМЗ-236У5 
Габаритные размеры, мм (длина, ширина, высота) 1845 / 980 / 1110 
Масса, кг 1185 
Генератор, модель (напряжение,В / мощность,кВт) 1702.3771 
ТНВД 60.5-30";"ЯМЗ-236М2-33 (база)
Муфта включения вентилятора";предоплата;10-30дней;ямз;Двигатель ЯМЗ-236М2-39 с КПП, Двигатель ЯМЗ-236М2-39, ЯМЗ-236М2-39, 236М2-39, 236М2-1000016-39, Двигатель 236М2-39, мотор ЯМЗ-236М2-39, дизель ЯМЗ-236М2-39
Двигатели ЯМЗ/V-6/E-0;Двигатель ЯМЗ-236М2-41 с КПП;236М2-1000016-41;ДВИГ.С КП 41 КОМПЛ.;614,213.60р.;http://astservis.ru/foto_ymz/236M.jpg;Двигатель ЯМЗ-236М2-41 является версией двигателя ЯМЗ-236М2-39, исполнение негерметичное разработан применения на автомобилях, шасси «Урал-432067», «Урал-432007-10», самосвалы «Урал-5557-10» и их модификации.;"Дизельный двигатель класса евро-0, имеет шесть V-образно расположенных цилиндра, размерами 130x140мм и рабочим объемом 11,5л, на двигателе используется непосредственный впрыск топлива, жидкостное охлаждение, централизованная система смазки двигателя, привод масляного насоса от шестерни коленвала, привод ТНВД от коленвала через шестерни, имеет центробежный очиститель масла, фильтр грубой очистки масла, топливный фильтр, водяной насос повышенной производительности, ТНВД, генератор, привод вентилятора, турбонаддув отсутствует.

Двигатели ЯМЗ класса евро-0 зарекомендовали себя как надёжные, долговечные и ремонтопригодные, имеют невысокую цену и недорогое обслуживание.

Срок действия гарантии 12 месяцев с момента установки на шасси (установка на шасси должна быть не позднее 6 месяцев с момента отгрузки двигателя с ЯМЗ).
";Автомобили, шасси «Урал-432067», «Урал-432007-10», самосвалы «Урал-5557-10» и их модификации;"Мощность, кВт (л.с.) 132 (180) 
Частота вращения, мин-1 2100 
Максимальный крутящий момент, Н.м. (Кгс.м) 667 (68) 
Частота максимального крутящего момента, мин-1 1250-1450 
Минимальный удельный расход топлива, г/кВт.ч (Г/л.с.ч) 214 (157) 
Сцепление ЯМЗ-181-15
Коробка передач ЯМЗ-2361-58
Габаритные размеры, мм (длина, ширина, высота) 1845/980/1110
Масса, кг 895 
Генератор, модель (Напряжение,В / Мощность,кВт) 1322.3771 (28/1)
ТНВД 60.5-30";"ЯМЗ-236М2-39 (база)
Исполнение негерметичное";предоплата;10-30дней;ямз;Двигатель ЯМЗ-236М2-41 с КПП, Двигатель ЯМЗ-236М2-41, ЯМЗ-236М2-41, 236М2-41, 236М2-1000016-41, Двигатель 236М2-41, мотор ЯМЗ-236М2-41, дизель ЯМЗ-236М2-41
Двигатели ЯМЗ/V-6/E-0;Двигатель ЯМЗ-236М2-52 с КПП;236М2-1000016-52;ДВИГ.С КП 52 КОМПЛ.;618,886.40р.;http://astservis.ru/foto_ymz/236M.jpg;Двигатель ЯМЗ-236М2-52 является адаптированной версией двигателя ЯМЗ-236М2-33, разработан применения на автомобилях Урал-43206 для обеспечения бродопроходимости до 1,7 м, отличие: маховик под однодисковое сцепление.;"Дизельный двигатель класса евро-0, имеет шесть V-образно расположенных цилиндра, размерами 130x140мм и рабочим объемом 11,5л, на двигателе используется непосредственный впрыск топлива, жидкостное охлаждение, централизованная система смазки двигателя, привод масляного насоса от шестерни коленвала, привод ТНВД от коленвала через шестерни, имеет центробежный очиститель масла, фильтр грубой очистки масла, топливный фильтр, водяной насос повышенной производительности, ТНВД, генератор, привод вентилятора, турбонаддув отсутствует.

Двигатели ЯМЗ класса евро-0 зарекомендовали себя как надёжные, долговечные и ремонтопригодные, имеют невысокую цену и недорогое обслуживание.

Срок действия гарантии 12 месяцев с момента установки на шасси (установка на шасси должна быть не позднее 6 месяцев с момента отгрузки двигателя с ЯМЗ).
";Автомобили «Урал-43206» (брод 1,7 м);"Мощность, кВт (л.с.) 132 (180) 
Частота вращения, мин-1 2100 
Максимальный крутящий момент, Н.м. (Кгс.м) 667 (68) 
Частота максимального крутящего момента, мин-1 1250-1450 
Минимальный удельный расход топлива, г/кВт.ч (Г/л.с.ч) 214 (157) 
Сцепление ЯМЗ-181-15
Коробка передач ЯМЗ-2361-58
Габаритные размеры, мм (длина, ширина, высота) 1845/980/1110
Масса, кг 895 
Генератор, модель (Напряжение,В / Мощность,кВт) 1322.3771 (28/1)
ТНВД 60.5-30";"ЯМЗ-236М2-33 (база)
маховик под однодисковое сцепление";предоплата;10-30дней;ямз;Двигатель ЯМЗ-236М2-52 с КПП, Двигатель ЯМЗ-236М2-52, ЯМЗ-236М2-52, 236М2-52, 236М2-1000016-52, Двигатель 236М2-52, мотор ЯМЗ-236М2-52, дизель ЯМЗ-236М2-52
Двигатели ЯМЗ/V-6/E-0;Двигатель ЯМЗ-236М2-1 с КПП;236М2-1000017;ДВИГ.С КП 1КОМПЛ.;606,010.24р.;http://astservis.ru/foto_ymz/236M.jpg;Двигатель ЯМЗ 236М2-1 это модификация базового двигателя ЯМЗ 236М2 для автомобилей маз, на двигателе ЯМЗ 236М2-1 установлено ЭФУ, впускной патрубок повернут назад, шкив коленвала трёхручьевой, масляный поддон развёрнут глубокой частью вперёд, воздушный фильтр отсутствует.;"Дизельный двигатель класса евро-0, имеет шесть V-образно расположенных цилиндра, размерами 130x140мм и рабочим объемом 11,5л, на двигателе используется непосредственный впрыск топлива, жидкостное охлаждение, централизованная система смазки двигателя, привод масляного насоса от шестерни коленвала, привод ТНВД от коленвала через шестерни, имеет центробежный очиститель масла, фильтр грубой очистки масла, топливный фильтр, водяной насос повышенной производительности, ТНВД, генератор, привод вентилятора, турбонаддув отсутствует.

Двигатели ЯМЗ класса евро-0 зарекомендовали себя как надёжные, долговечные и ремонтопригодные, имеют невысокую цену и недорогое обслуживание.

Срок действия гарантии 12 месяцев с момента установки на шасси (установка на шасси должна быть не позднее 6 месяцев с момента отгрузки двигателя с ЯМЗ).
";Автомобили, шасси МАЗ-53371, -53371-020, -53371-031, -5337, самосвал МАЗ-5551, седельные тягачи МАЗ-54331, -543208, лесовозы МАЗ-54341 (для запасных частей).;"Мощность, кВт (л.с.) 132 (180)
Частота вращения, мин-1 2100 
Максимальный крутящий момент, Н.м. (Кгс.м) 667 (68) 
Частота максимального крутящего момента, мин-1 1250-1450 
Минимальный удельный расход топлива, г/кВт.ч (Г/л.с.ч) 214 (157) 
Сцепление ЯМЗ-236К 
Коробка передач ЯМЗ-236П 
Габаритные размеры, мм (длина, ширина, высота) 1840 / 1040 / 1070 
Масса, кг 1205 
Генератор, модель (напряжение,В / мощность,кВт) 1322.3771 (28/1) 
ТНВД 60.5-30";"ЯМЗ 236М2(база) 
ЭФУ, патрубок соединительный впускных коллекторов фланцем назад, шкив к. в. 3-х ручьевой, картер масляный глубокой частью вперед, с боковым фланцем. 
Без воздушного фильтра, указателя уровня масла.";предоплата;10-30дней;ямз;Двигатель ЯМЗ-236М2-1 с КПП, Двигатель ЯМЗ-236М2-1, ЯМЗ-236М2-1, 236М2-1, 236М2-1000017, Двигатель 236М2-1, мотор ЯМЗ-236М2-1, дизель ЯМЗ-236М2-1
Двигатели ЯМЗ/V-6/E-0;Двигатель ЯМЗ-236М2-4 с КПП;236М2-1000020;ДВИГ.С КП 4КОМПЛ.;607,152.48р.;http://astservis.ru/foto_ymz/236M.jpg;"Дизельный двигатель ЯМЗ-236М2-4 являестя модифицированным дизельным двигателем ЯМЗ-236М2, разработан для применения на: Автомобилях, шасси Урал-432067, Урал-432007-10, самосвалы Урал-5557-10 и их модификации, дрезины АГМС (ДГУП ПМЗ, Пермь). Автогрейдер А120, погрузчик В138, бульдозер ТС-10 Добрыня (ЗАО ЧСДМ, Челябинск). На двигателе ЯМЗ-236М2-4 устанавливается двухдисковое сцепление 236К и шестиступенчатая коробка переменных передач ЯМЗ-236У. 
ДвигательЯМЗ-236М2-4 выпускается для использования на автомобилях Урал, автогрейдерах, погрузчиках и бульдозере.
Дизельный двигатель ЯМЗ-236М2-4 является модификацией ЯМЗ-236М2 для установки на автомобили Урал, для этого на двигателе установлен маслянный картер глубокой частью вперёд выпускные коллекторы с перестановкой, генератор 1702.3771 (28В,1 кВТ), водушный фильтр отсутствует.";"Дизельный двигатель класса евро-0, имеет шесть V-образно расположенных цилиндра, размерами 130x140мм и рабочим объемом 11,5л, на двигателе используется непосредственный впрыск топлива, жидкостное охлаждение, централизованная система смазки двигателя, привод масляного насоса от шестерни коленвала, привод ТНВД от коленвала через шестерни, имеет центробежный очиститель масла, фильтр грубой очистки масла, топливный фильтр, водяной насос повышенной производительности, ТНВД, генератор, привод вентилятора, турбонаддув отсутствует.

Двигатели ЯМЗ класса евро-0 зарекомендовали себя как надёжные, долговечные и ремонтопригодные, имеют невысокую цену и недорогое обслуживание.

Срок действия гарантии 12 месяцев с момента установки на шасси (установка на шасси должна быть не позднее 6 месяцев с момента отгрузки двигателя с ЯМЗ).
";"Автомобили, шасси Урал-432067, Урал-432007-10, самосвалы Урал-5557-10 и их модификации, дрезины АГМС (ДГУП ПМЗ, Пермь). 
Автогрейдер А120, погрузчик В138, бульдозер ТС-10 Добрыня (ЗАО ЧСДМ, Челябинск).";"Мощность, кВт (л.с.) 132 (180) 
Частота вращения, мин-1 2100 
Максимальный крутящий момент, Н.м. (Кгс.м) 667 (68) 
Частота максимального крутящего момента, мин-1 1250-1450 
Минимальный удельный расход топлива, г/кВт.ч (Г/л.с.ч) 214 (157) 
Сцепление ЯМЗ-236К 
Коробка передач ЯМЗ-236У 
Габаритные размеры, мм (длина, ширина, высота) 1840 / 980 / 1110, 1020 / 980 / 1110 
Масса, кг 1185 , 890 
Генератор, модель (напряжение,В / мощность,кВт) 1702.3771 (28/1) 
ТНВД 60.5-30";"ЯМЗ-236М2(база) 
Картер масляный глубокий, глубокой частью вперёд, выпускные коллекторы с перестановкой, генератор 1702.3771 (28В,1 кВТ).
Без воздушного фильтра";предоплата;10-30дней;ямз;Двигатель ЯМЗ-236М2-4 с КПП, Двигатель ЯМЗ-236М2-4, ЯМЗ-236М2-4, 236М2-4, 236М2-1000020, Двигатель 236М2-4, мотор ЯМЗ-236М2-4, дизель ЯМЗ-236М2-4
Двигатели ЯМЗ/V-6/E-0;Двигатель ЯМЗ-236М2-19 с КПП;236М2-1000035;ДВИГ.С КП 19 КОМПЛ.;608,398.56р.;http://astservis.ru/foto_ymz/236M.jpg;Двигатель ЯМЗ 236М2-19 является модификацией базового двигателя ЯМЗ 236М2-4, разработанна для применения на автомобилях Урал бродопроходимостью 1,2м, на двигатель ЯМЗ 236М2-19 установлены герметичные картер маховика и картер сцепления, стартер брод, маховик под однодисковое сцепление.;"Дизельный двигатель класса евро-0, имеет шесть V-образно расположенных цилиндра, размерами 130x140мм и рабочим объемом 11,5л, на двигателе используется непосредственный впрыск топлива, жидкостное охлаждение, централизованная система смазки двигателя, привод масляного насоса от шестерни коленвала, привод ТНВД от коленвала через шестерни, имеет центробежный очиститель масла, фильтр грубой очистки масла, топливный фильтр, водяной насос повышенной производительности, ТНВД, генератор, привод вентилятора, турбонаддув отсутствует.

Двигатели ЯМЗ класса евро-0 зарекомендовали себя как надёжные, долговечные и ремонтопригодные, имеют невысокую цену и недорогое обслуживание.

Срок действия гарантии 12 месяцев с момента установки на шасси (установка на шасси должна быть не позднее 6 месяцев с момента отгрузки двигателя с ЯМЗ).
";Автомобили “Урал43206”, “Урал-4320-10” с обеспечением бродопроходимости 1,2 м;"Мощность, кВт (л.с.) 132 (180) 
Частота вращения, мин-1 2100 
Максимальный крутящий момент, Н.м. (Кгс.м) 667 (68) 
Частота максимального крутящего момента, мин-1 1250-1450 
Минимальный удельный расход топлива, г/кВт.ч (Г/л.с.ч) 214 (157) 
Сцепление ЯМЗ-236К 
Коробка передач ЯМЗ-236У 
Габаритные размеры, мм (длина, ширина, высота) 1840 / 980 / 1110, 1020 / 980 / 1110 
Масса, кг 1185 , 890 
Генератор, модель (напряжение,В / мощность,кВт) 1702.3771 (28/1) 
ТНВД 60.5-30";"ЯМЗ 236М2-4 (база) 
Стартер, картер маховика, картер сцепления в герметичном исполнении (брод 1,2 м) ЭФУ, маховик под диафрагменное сцепление";предоплата;10-30дней;ямз;Двигатель ЯМЗ-236М2-19 с КПП, Двигатель ЯМЗ-236М2-19, ЯМЗ-236М2-19, 236М2-19, 236М2-1000035, Двигатель 236М2-19, мотор ЯМЗ-236М2-19, дизель ЯМЗ-236М2-19
Двигатели ЯМЗ/V-6/E-0;Двигатель ЯМЗ-236М2-46 без КПП;236М2-1000146-46;ДВИГ.Б/КП С МОМ 46К.;554,609.44р.;http://astservis.ru/foto_ymz/236M.jpg;Двигатель ЯМЗ-236М2-46 является адаптированной версией двигателя ЯМЗ-236М2-39 разработан применения на Автогрейдерах ДЗ-122Б (-6, -7) (ЗАО «Дормаш», Орел), отличие: установлен MOM со сцеплением ЯМЗ-181.;"Дизельный двигатель класса евро-0, имеет шесть V-образно расположенных цилиндра, размерами 130x140мм и рабочим объемом 11,5л, на двигателе используется непосредственный впрыск топлива, жидкостное охлаждение, централизованная система смазки двигателя, привод масляного насоса от шестерни коленвала, привод ТНВД от коленвала через шестерни, имеет центробежный очиститель масла, фильтр грубой очистки масла, топливный фильтр, водяной насос повышенной производительности, ТНВД, генератор, привод вентилятора, турбонаддув отсутствует.

Двигатели ЯМЗ класса евро-0 зарекомендовали себя как надёжные, долговечные и ремонтопригодные, имеют невысокую цену и недорогое обслуживание.

Срок действия гарантии 12 месяцев с момента установки на шасси (установка на шасси должна быть не позднее 6 месяцев с момента отгрузки двигателя с ЯМЗ).
";Автогрейдеры ДЗ-122Б (-6, -7) (ЗАО «Дормаш», Орел);"Мощность, кВт (л.с.) 132 (180) 
Частота вращения, мин-1 2100 
Максимальный крутящий момент, Н.м. (Кгс.м) 667 (68) 
Частота максимального крутящего момента, мин-1 1250-1450 
Минимальный удельный расход топлива, г/кВт.ч (Г/л.с.ч) 214 (157) 
Сцепление ЯМЗ-236К 
Коробка передач ЯМЗ-236У 
Габаритные размеры, мм (длина, ширина, высота) 1840 / 980 / 1110, 1020 / 980 / 1110 
Масса, кг 1185 , 890 
Генератор, модель (напряжение,В / мощность,кВт) 1702.3771 (28/1) 
ТНВД 60.5-30";"ЯМЗ-236М2-33 (база)
MOM со сцеплением ЯМЗ-181";предоплата;10-30дней;ямз;Двигатель ЯМЗ-236М2-46 без КПП, Двигатель ЯМЗ-236М2-46, ЯМЗ-236М2-46, 236М2-46, 236М2-1000146-46, Двигатель 236М2-46, мотор ЯМЗ-236М2-46, дизель ЯМЗ-236М2-46
